Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
LOS ANGELES                  ST,34.0534,-118.2409,03/29/2020,03/29/2020,20:20:00,1,Central,124,1,24,M,H,101,STREET,AO,Adult Other,Property Crimes,VERBAL THREAT,511.0,2024 1402 2004 1822 0432 0344 0355 1218
1500    ALVIRA                       ST,34.0496,-118.3747,09/29/2020,9/04/2020 ,00:01:00,7,Wilshire,762,2,37,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,CAPO,CAPO_cd,2038 0913
WESTERN,34.0958,-118.3092,11/07/2020,11/06/2020,18:00:00,6,Hollywood,668,1,22,M,O,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 1612 1817 0913
16700    KNOLLWOOD                    DR,34.2895,-118.4945,02/14/2020,02/14/2020,17:30:00,17,Devonshire,1708,2,58,M,W,710,OTHER PREMISE,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0929 1822
NORMANDIE                    AV,33.8583,-118.2992,5/07/2020 ,5/05/2020 ,18:00:00,5,Harbor,504,1,34,M,U,404,DEPARTMENT STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
10200    LINDLEY                      AV,34.2536,-118.5273,12/16/2020,12/15/2020,09:30:00,17,Devonshire,1755,2,43,F,B,602,BANK,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0930 1822
2400 W  SLAUSON                      AV,33.9922,-118.3276,04/20/2020,04/18/2020,18:00:00,12,77th Street,1211,2,39,M,B,723,PRIVATE SCHOOL/PRESCHOOL,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 0344
22700    VENTURA                      BL,34.1669,-118.6207,03/26/2020,02/20/2020,08:00:00,21,Topanga,2175,2,46,M,H,702,OFFICE BUILDING/OFFICE,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0377 0924
7400    WOODROW WILSON               DR,34.1238,-118.3553,02/21/2020,02/21/2020,14:15:00,15,N Hollywood,1599,1,72,F,W,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,Property Crimes,PC,PC_cd,0394 1202
14800    CHASE                        ST,34.2247,-118.4553,02/21/2020,02/20/2020,15:30:00,19,Mission,1984,2,48,F,B,108,PARKING LOT,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,2038
HERRON                       ST,34.3147,-118.4269,09/25/2020,09/24/2020,18:30:00,19,Mission,1907,1,82,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,344
4700 W  PICO                         BL,34.0486,-118.3385,04/17/2020,04/17/2020,13:40:00,7,Wilshire,765,1,72,F,B,108,PARKING LOT,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,344
3300    MANNING                      AV,34.0317,-118.407,01/22/2021,6/02/2020 ,10:30:00,8,West LA,895,2,63,M,W,203,OTHER BUSINESS,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501 1202
300 E  116TH                        PL,33.9283,-118.2695,02/26/2020,02/26/2020,11:30:00,18,Southeast,1863,1,22,F,B,101,STREET,AO,Adult Other,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0344 2000 1814 0329 0400
4000    URSULA                       AV,34.0149,-118.3524,02/16/2020,02/15/2020,20:00:00,3,Southwest,361,2,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0329
SATICOY                      ST,34.2056,-118.4094,09/20/2020,09/20/2020,19:40:00,15,N Hollywood,1502,2,28,M,H,101,STREET,IC,Invest Cont,Other Crimes,OC,OC_cd,1402
11500    TIARA                        ST,34.1785,-118.3817,12/23/2020,12/23/2020,05:25:00,15,N Hollywood,1535,2,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 0444
SPENCE,34.0376,-118.2166,2/09/2020 ,2/09/2020 ,23:25:00,4,Hollenbeck,473,2,30,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0522 0500 1822
700 S  ARDMORE                      AV,34.0581,-118.302,09/20/2020,09/18/2020,20:00:00,20,Olympic,2034,1,19,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1822 0344 0358
1800    NEW ENGLAND                  ST,34.0412,-118.2877,01/26/2020,01/26/2020,19:30:00,20,Olympic,2088,1,44,M,H,101,STREET,IC,Invest Cont,Violent Crimes,BOTTLE,212.0,1822 0342 0447 0416
7500 W  SUNSET                       BL,34.1007,-118.3494,10/28/2020,10/28/2020,11:00:00,6,Hollywood,643,2,42,F,W,203,OTHER BUSINESS,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 0400
1200 W  PACIFIC COAST                HY,33.7904,-118.278,9/08/2020 ,9/08/2020 ,01:43:00,5,Harbor,514,1,72,M,H,221,PUBLIC STORAGE,AO,Adult Other,Property Crimes,PC,PC_cd,0216 0342 0344 0358 1601
1400    MOHAWK                       ST,34.0815,-118.2638,5/06/2020 ,5/02/2020 ,10:45:00,11,Northeast,1181,1,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,344
13000    BEAVER                       ST,34.3243,-118.4167,1/12/2020 ,1/11/2020 ,20:30:00,19,Mission,1909,1,28,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1307
1000    GLENDON                      AV,34.0608,-118.4445,08/24/2020,8/07/2020 ,20:15:00,8,West LA,817,1,62,M,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1202 1210 1609 0342 0352 1822 1309 1414 0377
1200 W  3RD                          ST,34.0569,-118.2583,9/07/2020 ,9/06/2020 ,14:00:00,2,Rampart,237,2,33,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329
2200    HARWOOD                      ST,34.0878,-118.2344,08/14/2020,8/11/2020 ,14:00:00,11,Northeast,1176,2,28,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,UNKNOWN FIREARM,106.0,1407 1100
4700    ACADEMY                      ST,34.0865,-118.1806,11/18/2020,11/18/2020,08:00:00,4,Hollenbeck,408,2,40,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1906
900    ILIFF                        ST,34.0459,-118.5187,3/03/2023 ,10/14/2020,12:15:00,8,West LA,802,2,68,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1202 0100 0931 1822
800 S  OLIVE                        ST,34.0437,-118.2582,08/15/2020,08/14/2020,23:40:00,1,Central,162,2,3,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Persons,CAP,CAP_cd,1402 1257
4400    VAN NUYS                     BL,34.1509,-118.4487,7/10/2020 ,7/10/2020 ,11:35:00,9,Van Nuys,985,2,25,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Violent Crimes,FIXED OBJECT,305.0,0416 0356
10900    BLUFFSIDE                    DR,34.1412,-118.3681,12/29/2020,12/28/2020,12:00:00,15,N Hollywood,1585,1,29,M,O,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1302 0344
4000    SANTA ROSALIA                DR,34.0121,-118.3423,5/02/2020 ,5/02/2020 ,23:00:00,3,Southwest,363,2,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1814 0419 0429 0408 1309 0329
RESEDA,34.2573,-118.5361,10/18/2020,10/18/2020,07:45:00,17,Devonshire,1754,2,21,M,B,109,PARK/PLAYGROUND,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0417 0416 1822 2024 0429
22900    VICTORY                      BL,34.1865,-118.6256,02/24/2020,02/16/2020,16:00:00,21,Topanga,2143,1,64,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606 1822 0377 1202
11100    SATICOY                      ST,34.2085,-118.3725,02/18/2020,02/17/2020,21:30:00,15,N Hollywood,1506,2,36,M,H,101,STREET,IC,Invest Cont,Other Crimes,OC,OC_cd,OC_MO
73RD                         ST,33.9737,-118.2827,1/07/2021 ,1/07/2020 ,14:45:00,12,77th Street,1256,1,42,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0329 1822 2004
6300 W  6TH                          ST,34.0653,-118.365,5/05/2020 ,5/04/2020 ,19:00:00,7,Wilshire,732,1,20,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,OTHER KNIFE,207.0,0411 0448 0416 0913
11200    OTSEGO                       ST,34.163,-118.3746,05/24/2020,05/19/2020,18:30:00,15,N Hollywood,1555,1,37,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,385
VERMONT                      AV,34.0691,-118.2917,07/15/2020,07/15/2020,19:30:00,20,Olympic,2017,2,53,M,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 1822 0429 1206
14300    MARTHA                       ST,34.1731,-118.4474,10/01/2020,09/23/2020,01:00:00,9,Van Nuys,943,1,47,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,344
5200    RADFORD                      AV,34.1649,-118.3922,06/13/2020,6/11/2020 ,12:00:00,15,N Hollywood,1545,1,44,F,W,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
300    BELMONT                      AV,34.0669,-118.2632,5/05/2020 ,3/03/2020 ,18:46:00,2,Rampart,237,1,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0397 0329
ARLINGTON                    AV,33.9891,-118.3186,04/26/2020,4/11/2020 ,10:00:00,12,77th Street,1232,1,34,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,385
6400 N  SEPULVEDA                    BL,34.1867,-118.4662,01/13/2020,01/13/2020,14:30:00,9,Van Nuys,923,1,22,F,H,412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1803
W  SUNSET                       BL,34.078,-118.2612,3/06/2020 ,3/05/2020 ,22:00:00,2,Rampart,217,1,36,M,W,101,STREET,AA,Adult Arrest,Property Crimes,PC,PC_cd,0344 1307 1609 0329
VERMONT                      AV,33.9805,-118.2917,5/06/2020 ,5/06/2020 ,14:25:00,12,77th Street,1245,1,35,M,B,102,SIDEWALK,IC,Invest Cont,Violent Crimes,UNKNOWN FIREARM,106.0,0906 0450 1822
1900 W  MARTIN LUTHER KING JR        BL,34.0108,-118.3136,12/04/2020,12/04/2020,18:00:00,3,Southwest,395,1,17,F,B,101,STREET,AO,Adult Other,Violent Crimes,HAND GUN,102.0,0302 1822 1309 0319 0443 0334 1251 1259
13300 W  RIVERSIDE                    DR,34.1576,-118.4225,06/18/2020,6/01/2020 ,09:00:00,9,Van Nuys,966,1,56,F,O,120,STORAGE SHED,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0358 1607 1414
NORMAL,34.0873,-118.296,12/12/2020,12/12/2020,04:45:00,2,Rampart,201,2,77,M,A,101,STREET,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 0416 2011 1252
9000    AMBOY                        AV,34.2338,-118.4028,06/29/2020,06/27/2020,09:00:00,16,Foothill,1663,2,7,M,H,121,YARD (RESIDENTIAL/BUSINESS),AO,Adult Other,Crimes against Persons,VERBAL THREAT,511.0,1258 0359 0913 0334
7100    OWENSMOUTH                   AV,34.1992,-118.6016,04/16/2020,04/16/2020,07:30:00,21,Topanga,2146,1,46,F,W,723,PRIVATE SCHOOL/PRESCHOOL,IC,Invest Cont,Property Crimes,PC,PC_cd,344
12300    OSBORNE                      ST,34.2647,-118.4019,06/22/2020,06/21/2020,18:00:00,16,Foothill,1654,2,49,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1609 1307
11700    FOOTHILL                     BL,34.2735,-118.3866,6/11/2020 ,6/11/2020 ,16:30:00,16,Foothill,1634,1,60,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1300 1607
800 W  ANAHEIM                      ST,33.7795,-118.2712,10/17/2020,10/16/2020,20:30:00,5,Harbor,522,1,44,F,B,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344 0352 1221
500 W  109TH                        ST,33.9374,-118.2826,01/17/2020,01/16/2020,17:00:00,18,Southeast,1841,1,48,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1601 1606 0344 1822
MONA                         BL,33.9334,-118.2304,10/11/2020,10/11/2020,02:20:00,18,Southeast,1849,1,36,X,X,101,STREET,IC,Invest Cont,Violent Crimes,HAND GUN,102.0,0906 0309 0326 0430 1300
8100    LANGDON                      AV,34.2176,-118.4688,09/14/2020,09/13/2020,21:30:00,19,Mission,1991,2,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0448 0408 1813
2000    WESTWOOD                     BL,34.0463,-118.4338,08/24/2020,08/24/2020,15:30:00,8,West LA,835,1,43,M,O,108,PARKING LOT,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0344 0400 0432 0394 1822
1800    MORTON                       AV,34.0832,-118.2509,07/21/2020,7/04/2020 ,23:30:00,11,Northeast,1184,1,45,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,344
500 S  BARRINGTON                   AV,34.0604,-118.4684,11/08/2020,11/07/2020,19:30:00,8,West LA,827,1,82,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,1202 0321 0344 0352 1822 1420
5700 S  VERMONT                      AV,33.9905,-118.2915,6/09/2020 ,6/09/2020 ,07:45:00,12,77th Street,1218,1,35,F,H,602,BANK,IC,Invest Cont,Property Crimes,PC,PC_cd,0216 1822 0344
105TH                        ST,33.9406,-118.2307,11/26/2020,11/26/2020,11:20:00,18,Southeast,1839,1,44,M,B,101,STREET,AO,Adult Other,Crimes against Public Order,CONCRETE BLOCK/BRICK,310.0,0913 0334 0602 0360 1402
300 S  BONNIE BRAE                  ST,34.0611,-118.2708,4/04/2020 ,4/04/2020 ,17:10:00,2,Rampart,247,2,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416 0446 0913 1814 1813
13200 S  VERMONT                      AV,33.9123,-118.2916,02/15/2020,02/15/2020,12:35:00,18,Southeast,1851,2,67,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1300 1202 0329 1822
15000    MERCED                       CT,34.2372,-118.4588,05/27/2020,05/26/2020,17:00:00,19,Mission,1962,1,61,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,344
3100    KELTON                       AV,34.0285,-118.4217,11/01/2020,10/31/2020,00:01:00,14,Pacific,1428,1,62,M,C,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1300
10700    CAMARILLO                    ST,34.1577,-118.3637,01/28/2020,01/28/2020,00:30:00,15,N Hollywood,1557,1,50,F,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,1302 0344 0352
11300    MISSOURI                     AV,34.0445,-118.4491,12/17/2020,12/17/2020,01:00:00,8,West LA,853,2,37,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0930 1822
300 E  57TH                         ST,33.9907,-118.2701,06/21/2020,06/21/2020,09:50:00,13,Newton,1372,1,34,M,B,710,OTHER PREMISE,IC,Invest Cont,Violent Crimes,HAMMER,311.0,0913 0334 0416
3400    PERCY                        ST,34.0287,-118.1999,5/02/2020 ,5/02/2020 ,02:10:00,4,Hollenbeck,478,2,39,M,W,710,OTHER PREMISE,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 1822
3900    INGLEWOOD                    BL,34.0041,-118.4273,02/19/2020,02/19/2020,11:10:00,14,Pacific,1446,2,46,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,1912
12000    SALTAIR                      PL,34.0567,-118.4741,09/29/2021,5/01/2020 ,00:05:00,8,West LA,826,2,66,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 1822 0922 1202
3900    CARPENTER                    AV,34.1406,-118.3914,2/01/2020 ,2/01/2020 ,10:30:00,15,N Hollywood,1595,2,43,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,421
700 W  182ND                        ST,33.8698,-118.2858,4/06/2020 ,4/05/2020 ,11:00:00,5,Harbor,501,1,50,M,W,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0385 1300
22600    DEL VALLE                    ST,34.1665,-118.6183,05/26/2020,05/26/2020,16:00:00,21,Topanga,2175,2,52,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,329
100 N  KINGS                        RD,34.0745,-118.3721,05/25/2020,05/25/2020,08:20:00,7,Wilshire,722,2,55,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501
1500    GREENFIELD                   AV,34.052,-118.4441,04/16/2020,4/08/2020 ,15:00:00,8,West LA,855,1,49,M,O,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344
7TH                          ST,34.0517,-118.2663,12/09/2020,11/30/2020,18:00:00,2,Rampart,269,1,39,M,O,102,SIDEWALK,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2055 0903 0342 0344 1519 1822 0416 0446 0370 0305
400 E  21ST                         ST,34.0286,-118.2545,11/23/2020,11/23/2020,12:00:00,13,Newton,1313,1,26,M,H,710,OTHER PREMISE,IC,Invest Cont,Property Crimes,PC,PC_cd,344
10700    AVALON                       BL,33.9385,-118.2652,11/03/2020,11/03/2020,11:10:00,18,Southeast,1834,2,65,M,B,402,MARKET,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,1202 0325 1822 0216 0104 0421
10700    NEW HAVEN                    ST,34.2265,-118.3644,02/25/2020,02/25/2020,20:20:00,16,Foothill,1676,2,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Crimes against Public Order,CAPO,CAPO_cd,2038 1501
600 E  IMPERIAL                     HY,33.9345,-118.2623,05/14/2020,05/14/2020,14:10:00,18,Southeast,1844,2,57,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Crimes against Public Order,CAPO,CAPO_cd,0602 0561 0913 2038
1900    APEX                         AV,34.0912,-118.2619,07/13/2020,07/13/2020,01:00:00,11,Northeast,1172,2,36,F,W,101,STREET,AO,Adult Other,Property Crimes,OTHER KNIFE,207.0,0329 1300
HOLLYWOOD                    BL,34.1016,-118.3387,04/25/2020,04/25/2020,09:15:00,6,Hollywood,636,1,60,F,B,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,IC,Invest Cont,Property Crimes,PC,PC_cd,0910 0344
VAN NUYS                     BL,34.1509,-118.4487,02/19/2020,02/18/2020,18:45:00,9,Van Nuys,984,1,40,F,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1609
100 W  COLDEN                       AV,33.9492,-118.2745,07/14/2020,07/13/2020,13:45:00,18,Southeast,1822,1,21,F,A,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822 1300 1601
2100 S  CURSON                       AV,34.0389,-118.3638,03/21/2020,03/21/2020,15:26:00,7,Wilshire,773,1,53,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,CONCRETE BLOCK/BRICK,310.0,0416 1822
14600    KITTRIDGE                    ST,34.1907,-118.4509,11/08/2020,11/08/2020,12:50:00,9,Van Nuys,923,2,78,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501
14600    SATICOY                      ST,34.2084,-118.4599,09/21/2020,09/21/2020,00:50:00,9,Van Nuys,904,2,52,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501
MANCHESTER                   AV,33.9601,-118.2827,07/30/2020,07/30/2020,14:10:00,12,77th Street,1267,1,73,M,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1202 1822 0342 0370 0416 0429 0400
12900    SATICOY                      ST,34.2066,-118.4144,11/03/2020,11/03/2020,16:45:00,15,N Hollywood,1501,2,50,F,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 2004
12600    HUNNEWELL                    AV,34.2994,-118.417,8/12/2020 ,8/12/2020 ,23:40:00,19,Mission,1907,2,19,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0906 0913 2000 0416 1814
1100 S  FIGUEROA                     ST,34.0431,-118.2692,12/06/2020,11/22/2020,20:35:00,1,Central,181,1,34,M,B,504,OTHER RESIDENCE,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0397 1822 1602
6100    FOUNTAIN                     AV,34.0944,-118.3234,07/31/2020,07/31/2020,07:00:00,6,Hollywood,666,2,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,329
3700    MCLAUGHLIN                   AV,34.0098,-118.4255,08/18/2020,08/17/2020,21:00:00,14,Pacific,1435,1,25,M,W,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
PICO,34.0433,-118.274,5/03/2020 ,5/03/2020 ,14:20:00,2,Rampart,289,2,23,F,H,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 2000 1813 1243 2033 1309 1310 0400
1400 W  52ND                         ST,33.9974,-118.2982,02/20/2020,02/18/2020,12:14:00,12,77th Street,1205,2,43,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,CAPO,CAPO_cd,2038 0913
S  BURLINGTON                   AV,34.0383,-118.2826,01/19/2021,12/15/2020,01:30:00,2,Rampart,292,2,62,M,B,710,OTHER PREMISE,IC,Invest Cont,Property Crimes,PC,PC_cd,329
3000    LEEWARD                      AV,34.0587,-118.2916,12/24/2020,10/22/2020,00:01:00,20,Olympic,2038,2,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0100 0930
800 S  BEDFORD                      ST,34.0609,-118.3803,07/31/2020,07/31/2020,17:00:00,8,West LA,849,2,38,F,W,707,GARAGE/CARPORT,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,444
LA BREA,34.098,-118.3445,03/14/2020,3/12/2020 ,09:12:00,6,Hollywood,645,1,48,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1601 0344 1300
2ND                          ST,34.0657,-118.268,07/18/2020,07/18/2020,18:25:00,2,Rampart,236,2,30,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0906 1816 0329 1402 0311 1822
3800    SHERWOOD                     PL,34.1411,-118.4371,08/18/2020,08/17/2020,22:15:00,9,Van Nuys,994,1,29,M,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Property Crimes,HAND GUN,102.0,1822 1100 0430 1309 1402 1414 1407 0355 0352
5500    FALLBROOK                    AV,34.1676,-118.6287,12/22/2020,12/17/2020,22:00:00,21,Topanga,2173,1,40,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,385
10700    MOORPARK                     ST,34.1504,-118.364,11/13/2020,11/13/2020,18:30:00,15,N Hollywood,1567,2,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0448
11300    PENDLETON                    ST,34.2429,-118.3887,07/30/2020,07/25/2020,06:00:00,16,Foothill,1664,2,46,M,H,108,PARKING LOT,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,416
1400 S  SALTAIR                      AV,34.0428,-118.4638,6/10/2020 ,6/05/2020 ,17:00:00,8,West LA,841,1,32,M,W,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1607 1822
15100    PARTHENIA                    ST,34.2283,-118.4636,08/26/2020,08/26/2020,22:05:00,19,Mission,1982,2,39,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1402 0416 0906 1805 0913 1817
